Lemma,Gender,Nom_Sg,Gen_Sg,Acc_Sg,Voc_Sg,Nom_Pl,Gen_Pl,Acc_Pl,Voc_Pl
αιχμή,Fem,αιχμή,αιχμής,αιχμή,αιχμή,αιχμές,αιχμών,αιχμές,αιχμές
αιωνιότητα,Fem,αιωνιότητα,αιωνιότητας,αιωνιότητα,αιωνιότητα,,,,
αιώνας,Masc,αιώνας,αιώνα,αιώνα,αιώνα,αιώνες,αιώνων,αιώνες,αιώνες
ακίνητα,Neut,,,,,,,,
ακίνητο,Neut,ακίνητο,ακίνητου,ακίνητο,ακίνητο,ακίνητα,ακινήτων,ακίνητα,ακίνητα
ακαδημία,Fem,ακαδημία,ακαδημίας,ακαδημία,ακαδημία,ακαδημίες,ακαδημιών,ακαδημίες,ακαδημίες
ακαδημαϊκός,Masc,ακαδημαϊκός,ακαδημαϊκού,ακαδημαϊκό,ακαδημαϊκέ,ακαδημαϊκοί,ακαδημαϊκών,ακαδημαϊκούς,ακαδημαϊκοί
ακαθαρσία,Fem,ακαθαρσία,ακαθαρσίας,ακαθαρσία,ακαθαρσία,ακαθαρσίες,ακαθαρσιών,ακαθαρσίες,ακαθαρσίες
ακαταστασία,Fem,ακαταστασία,ακαταστασίας,ακαταστασία,ακαταστασία,ακαταστασίες,ακαταστασιών,ακαταστασίες,ακαταστασίες
ακεραιότητα,Fem,ακεραιότητα,ακεραιότητας,ακεραιότητα,ακεραιότητα,,,,
ακμή,Fem,ακμή,ακμής,ακμή,ακμή,ακμές,ακμών,ακμές,ακμές
ακοή,Fem,ακοή,ακοής,ακοή,ακοή,ακοές,ακοών,ακοές,ακοές
ακολουθία,Fem,ακολουθία,ακολουθίας,ακολουθία,ακολουθία,ακολουθίες,ακολουθιών,ακολουθίες,ακολουθίες
ακουστική,Neut,ακουστική,ακουστικής,ακουστική,ακουστική,ακουστικές,ακουστικών,ακουστικές,ακουστικές
ακουστικό,Neut,ακουστικό,ακουστικού,ακουστικό,ακουστικό,ακουστικά,ακουστικών,ακουστικά,ακουστικά
ακρίβεια,Fem,ακρίβεια,ακρίβειας,ακρίβεια,ακρίβεια,ακρίβειες,ακριβειών,ακρίβειες,ακρίβειες
ακροατήριο,Neut,ακροατήριο,ακροατήριου,ακροατήριο,ακροατήριο,ακροατήρια,ακροατηρίων,ακροατήρια,ακροατήρια
ακροατής,Masc,ακροατής,ακροατή,ακροατή,ακροατή,ακροατές,ακροατών,ακροατές,ακροατές
ακρόαση,Fem,ακρόαση,ακρόασης,ακρόαση,ακρόαση,ακροάσεις,ακροάσεων,ακροάσεις,ακροάσεις
ακτή,Fem,ακτή,ακτής,ακτή,ακτή,ακτές,ακτών,ακτές,ακτές
ακτίνα,Fem,ακτίνα,ακτίνας,ακτίνα,ακτίνα,ακτίνες,ακτίνων,ακτίνες,ακτίνες
ακτιβιστής,Masc,ακτιβιστής,ακτιβιστή,ακτιβιστή,ακτιβιστή,ακτιβιστές,ακτιβιστών,ακτιβιστές,ακτιβιστές
ακτινοβολία,Fem,ακτινοβολία,ακτινοβολίας,ακτινοβολία,ακτινοβολία,ακτινοβολίες,ακτινοβολιών,ακτινοβολίες,ακτινοβολίες
ακτινογραφία,Fem,ακτινογραφία,ακτινογραφίας,ακτινογραφία,ακτινογραφία,ακτινογραφίες,ακτινογραφιών,ακτινογραφίες,ακτινογραφίες
ακτινολόγος,Masc,ακτινολόγος,ακτινολόγου,ακτινολόγο,ακτινολόγε,ακτινολόγοι,ακτινολόγων,ακτινολόγους,ακτινολόγοι
ακόλουθος,Masc,ακόλουθος,ακολούθου,ακόλουθο,ακόλουθε,ακόλουθοι,ακολούθων,ακολούθους,ακόλουθοι
ακύρωση,Fem,ακύρωση,ακύρωσης,ακύρωση,ακύρωση,ακυρώσεις,ακυρώσεων,ακυρώσεις,ακυρώσεις
αλάτι,Neut,αλάτι,αλατιού,αλάτι,αλάτι,αλάτια,αλατιών,αλάτια,αλάτια
αλήθεια,Fem,αλήθεια,αλήθειας,αλήθεια,αλήθεια,αλήθειες,αληθειών,αλήθειες,αλήθειες
αλήτης,Masc,αλήτης,αλήτη,αλήτη,αλήτη,αλήτες,αλητών,αλήτες,αλήτες
αλγόριθμος,Masc,αλγόριθμος,αλγορίθμου,αλγόριθμο,αλγόριθμε,αλγόριθμοι,αλγορίθμων,αλγορίθμους,αλγόριθμοι
αλεπού,Fem,αλεπού,αλεπούς,αλεπού,αλεπού,αλεπούδες,αλεπούδων,αλεπούδες,αλεπούδες
αλεύρι,Neut,αλεύρι,αλευριού,αλεύρι,αλεύρι,αλεύρια,αλευριών,αλεύρια,αλεύρια
αλκοολικός,Masc,αλκοολικός,αλκοολικού,αλκοολικό,αλκοολικέ,αλκοολικοί,αλκοολικών,αλκοολικούς,αλκοολικοί
αλκοολισμός,Masc,αλκοολισμός,αλκοολισμού,αλκοολισμό,αλκοολισμέ,,,,
αλκοόλ,Neut,,,,,,,,
αλλαγή,Fem,αλλαγή,αλλαγής,αλλαγή,αλλαγή,αλλαγές,αλλαγών,αλλαγές,αλλαγές
αλλεργία,Fem,αλλεργία,αλλεργίας,αλλεργία,αλλεργία,αλλεργίες,αλλεργιών,αλλεργίες,αλλεργίες
αλληλεγγύη,Fem,αλληλεγγύη,αλληλεγγύης,αλληλεγγύη,αλληλεγγύη,,,,
αλληλεπίδραση,Fem,αλληλεπίδραση,αλληλεπίδρασης,αλληλεπίδραση,αλληλεπίδραση,αλληλεπιδράσεις,αλληλεπιδράσεων,αλληλεπιδράσεις,αλληλεπιδράσεις
αλληλογραφία,Fem,αλληλογραφία,αλληλογραφίας,αλληλογραφία,αλληλογραφία,αλληλογραφίες,αλληλογραφιών,αλληλογραφίες,αλληλογραφίες
αλληλουχία,Fem,αλληλουχία,αλληλουχίας,αλληλουχία,αλληλουχία,,,,
αλλοίωση,Fem,αλλοίωση,αλλοίωσης,αλλοίωση,αλλοίωση,αλλοιώσεις,αλλοιώσεων,αλλοιώσεις,αλλοιώσεις
αλλοδαπός,Masc,αλλοδαπός,αλλοδαπού,αλλοδαπό,αλλοδαπέ,αλλοδαποί,αλλοδαπών,αλλοδαπούς,αλλοδαποί
αλουμίνιο,Neut,αλουμίνιο,αλουμίνιου,αλουμίνιο,αλουμίνιο,αλουμίνια,αλουμινίων,αλουμίνια,αλουμίνια
αλυσίδα,Fem,αλυσίδα,αλυσίδας,αλυσίδα,αλυσίδα,αλυσίδες,αλυσίδων,αλυσίδες,αλυσίδες
αλφάβητο,Neut,αλφάβητο,αλφάβητου,αλφάβητο,αλφάβητο,αλφάβητα,αλφαβήτων,αλφάβητα,αλφάβητα
αλφαβήτα,Fem,αλφαβήτα,αλφαβήτας,αλφαβήτα,αλφαβήτα,αλφαβήτες,-,αλφαβήτες,αλφαβήτες
αμάρτημα,Neut,αμάρτημα,αμαρτήματος,αμάρτημα,αμάρτημα,αμαρτήματα,αμαρτημάτων,αμαρτήματα,αμαρτήματα
αμαξοστοιχία,Fem,αμαξοστοιχία,αμαξοστοιχίας,αμαξοστοιχία,αμαξοστοιχία,αμαξοστοιχίες,αμαξοστοιχιών,αμαξοστοιχίες,αμαξοστοιχίες
αμαρτία,Fem,αμαρτία,αμαρτίας,αμαρτία,αμαρτία,αμαρτίες,αμαρτιών,αμαρτίες,αμαρτίες
αμαρτωλός,Masc,αμαρτωλός,αμαρτωλού,αμαρτωλό,αμαρτωλέ,αμαρτωλοί,αμαρτωλών,αμαρτωλούς,αμαρτωλοί
αμμουδιά,Fem,αμμουδιά,αμμουδιάς,αμμουδιά,αμμουδιά,αμμουδιές,αμμουδιών,αμμουδιές,αμμουδιές
αμοιβή,Fem,αμοιβή,αμοιβής,αμοιβή,αμοιβή,αμοιβές,αμοιβών,αμοιβές,αμοιβές
αμπέλι,Neut,αμπέλι,αμπελιού,αμπέλι,αμπέλι,αμπέλια,αμπελιών,αμπέλια,αμπέλια
αμφιβολία,Fem,αμφιβολία,αμφιβολίας,αμφιβολία,αμφιβολία,αμφιβολίες,αμφιβολιών,αμφιβολίες,αμφιβολίες
αμφισβήτηση,Fem,αμφισβήτηση,αμφισβήτησης,αμφισβήτηση,αμφισβήτηση,αμφισβητήσεις,αμφισβητήσεων,αμφισβητήσεις,αμφισβητήσεις
ανάγκη,Fem,ανάγκη,ανάγκης,ανάγκη,ανάγκη,ανάγκες,αναγκών,ανάγκες,ανάγκες
ανάγνωση,Fem,ανάγνωση,ανάγνωσης,ανάγνωση,ανάγνωση,αναγνώσεις,αναγνώσεων,αναγνώσεις,αναγνώσεις
ανάγνωσμα,Neut,ανάγνωσμα,αναγνώσματος,ανάγνωσμα,ανάγνωσμα,αναγνώσματα,αναγνωσμάτων,αναγνώσματα,αναγνώσματα
ανάδειξη,Fem,ανάδειξη,ανάδειξης,ανάδειξη,ανάδειξη,αναδείξεις,αναδείξεων,αναδείξεις,αναδείξεις
ανάδοχος,Masc,ανάδοχος,αναδόχου,ανάδοχο,ανάδοχε,ανάδοχοι,αναδόχων,αναδόχους,ανάδοχοι
ανάκαμψη,Neut,ανάκαμψη,ανάκαμψης,ανάκαμψη,ανάκαμψη,ανακάμψεις,ανακάμψεων,ανακάμψεις,ανακάμψεις
ανάκριση,Fem,ανάκριση,ανάκρισης,ανάκριση,ανάκριση,ανακρίσεις,ανακρίσεων,ανακρίσεις,ανακρίσεις
ανάκτηση,Fem,ανάκτηση,ανάκτησης,ανάκτηση,ανάκτηση,ανακτήσεις,ανακτήσεων,ανακτήσεις,ανακτήσεις
ανάλατος,Masc,ανάλατος,αναλάτου,ανάλατο,ανάλατε,ανάλατοι,αναλάτων,αναλάτους,ανάλατοι
ανάληψη,Fem,ανάληψη,ανάληψης,ανάληψη,ανάληψη,αναλήψεις,αναλήψεων,αναλήψεις,αναλήψεις
ανάλυση,Fem,ανάλυση,ανάλυσης,ανάλυση,ανάλυση,αναλύσεις,αναλύσεων,αναλύσεις,αναλύσεις
ανάμειξη,Fem,ανάμειξη,ανάμειξης,ανάμειξη,ανάμειξη,αναμείξεις,αναμείξεων,αναμείξεις,αναμείξεις
ανάμνηση,Fem,ανάμνηση,ανάμνησης,ανάμνηση,ανάμνηση,αναμνήσεις,αναμνήσεων,αναμνήσεις,αναμνήσεις
ανάπαυση,Fem,ανάπαυση,ανάπαυσης,ανάπαυση,ανάπαυση,,,,
ανάπηρος,Masc,ανάπηρος,αναπήρου,ανάπηρο,ανάπηρε,ανάπηροι,αναπήρων,αναπήρους,ανάπηροι
ανάπτυγμα,Neut,ανάπτυγμα,αναπτύγματος,ανάπτυγμα,ανάπτυγμα,αναπτύγματα,αναπτυγμάτων,αναπτύγματα,αναπτύγματα
ανάπτυξη,Fem,ανάπτυξη,ανάπτυξης,ανάπτυξη,ανάπτυξη,αναπτύξεις,αναπτύξεων,αναπτύξεις,αναπτύξεις
ανάσα,Fem,ανάσα,ανάσας,ανάσα,ανάσα,ανάσες,-,ανάσες,ανάσες
ανέβασμα,Neut,ανέβασμα,ανεβάσματος,ανέβασμα,ανέβασμα,ανεβάσματα,ανεβασμάτων,ανεβάσματα,ανεβάσματα
ανέγερση,Fem,ανέγερση,ανέγερσης,ανέγερση,ανέγερση,ανεγέρσεις,ανεγέρσεων,ανεγέρσεις,ανεγέρσεις
ανέκδοτο,Neut,ανέκδοτο,ανέκδοτου,ανέκδοτο,ανέκδοτο,ανέκδοτα,ανέκδοτων,ανέκδοτα,ανέκδοτα
ανέχεια,Fem,ανέχεια,ανέχειας,ανέχεια,ανέχεια,,,,
ανήλικος,Masc,ανήλικος,ανηλίκου,ανήλικο,ανήλικε,ανήλικοι,ανηλίκων,ανηλίκους,ανήλικοι
ανίχνευση,Fem,ανίχνευση,ανίχνευσης,ανίχνευση,ανίχνευση,ανιχνεύσεις,ανιχνεύσεων,ανιχνεύσεις,ανιχνεύσεις
αναβάθμιση,Fem,αναβάθμιση,αναβάθμισης,αναβάθμιση,αναβάθμιση,αναβαθμίσεις,αναβαθμίσεων,αναβαθμίσεις,αναβαθμίσεις
αναβίωση,Fem,αναβίωση,αναβίωσης,αναβίωση,αναβίωση,αναβιώσεις,αναβιώσεων,αναβιώσεις,αναβιώσεις
αναγέννηση,Fem,αναγέννηση,αναγέννησης,αναγέννηση,αναγέννηση,αναγεννήσεις,αναγεννήσεων,αναγεννήσεις,αναγεννήσεις
αναγκαία,Neut,,,,,,,,
αναγκαιότητα,Fem,αναγκαιότητα,αναγκαιότητας,αναγκαιότητα,αναγκαιότητα,αναγκαιότητες,αναγκαιοτήτων,αναγκαιότητες,αναγκαιότητες
αναγνώριση,Fem,αναγνώριση,αναγνώρισης,αναγνώριση,αναγνώριση,αναγνωρίσεις,αναγνωρίσεων,αναγνωρίσεις,αναγνωρίσεις
αναγνώστης,Masc,αναγνώστης,αναγνώστη,αναγνώστη,αναγνώστη,αναγνώστες,αναγνωστών,αναγνώστες,αναγνώστες
αναδιάρθρωση,Fem,αναδιάρθρωση,αναδιάρθρωσης,αναδιάρθρωση,αναδιάρθρωση,αναδιαρθρώσεις,αναδιαρθρώσεων,αναδιαρθρώσεις,αναδιαρθρώσεις
αναζήτηση,Fem,αναζήτηση,αναζήτησης,αναζήτηση,αναζήτηση,αναζητήσεις,αναζητήσεων,αναζητήσεις,αναζητήσεις
αναθεωρητής,Masc,αναθεωρητής,αναθεωρητή,αναθεωρητή,αναθεωρητή,αναθεωρητές,αναθεωρητών,αναθεωρητές,αναθεωρητές
αναθεώρηση,Fem,αναθεώρηση,αναθεώρησης,αναθεώρηση,αναθεώρηση,αναθεωρήσεις,αναθεωρήσεων,αναθεωρήσεις,αναθεωρήσεις
αναισθησιολόγος,Masc,αναισθησιολόγος,αναισθησιολόγου,αναισθησιολόγο,αναισθησιολόγε,αναισθησιολόγοι,αναισθησιολόγων,αναισθησιολόγους,αναισθησιολόγοι
ανακάλυψη,Fem,ανακάλυψη,ανακάλυψης,ανακάλυψη,ανακάλυψη,ανακαλύψεις,ανακαλύψεων,ανακαλύψεις,ανακαλύψεις
ανακαίνιση,Fem,ανακαίνιση,ανακαίνισης,ανακαίνιση,ανακαίνιση,ανακαινίσεις,ανακαινίσεων,ανακαινίσεις,ανακαινίσεις
ανακοίνωση,Fem,ανακοίνωση,ανακοίνωσης,ανακοίνωση,ανακοίνωση,ανακοινώσεις,ανακοινώσεων,ανακοινώσεις,ανακοινώσεις
ανακούφιση,Fem,ανακούφιση,ανακούφισης,ανακούφιση,ανακούφιση,,,,
ανακριτής,Masc,ανακριτής,ανακριτή,ανακριτή,ανακριτή,ανακριτές,ανακριτών,ανακριτές,ανακριτές
